Unique ID, Generation, Average Fitness, Best Fitness
21,388,7.548870654331187E-6,8.302215857888871E-6
21,389,7.548879305335825E-6,8.302215857888871E-6
21,390,7.548888670991298E-6,8.302215857888871E-6
21,391,7.5488966581665735E-6,8.302215857888871E-6
21,392,7.548902404991361E-6,8.302215857888871E-6
21,393,7.548912196060689E-6,8.302215857888871E-6
21,394,7.548922593017073E-6,8.302215857888871E-6
21,395,7.548928536725134E-6,8.302215857888871E-6
21,396,7.548935352178984E-6,8.302215857888871E-6
21,397,7.548939317453343E-6,8.302215857888871E-6
21,398,7.548946736038494E-6,8.302215857888871E-6
21,399,7.5489569414016465E-6,8.302215857888871E-6
21,400,7.548963407906641E-6,8.302215857888871E-6
21,401,7.548968633387012E-6,8.302215857888871E-6
21,402,7.5489730906500026E-6,8.302215857888871E-6
21,403,7.548971578069552E-6,8.302215857888871E-6
21,404,7.548979438340327E-6,8.302215857888871E-6
21,405,7.548986089745357E-6,8.302215857888871E-6
21,406,7.548998986923008E-6,8.302215857888871E-6
21,407,7.549004190249536E-6,8.302215857888871E-6
21,408,7.549007275964096E-6,8.302215857888871E-6
21,409,7.549008840999175E-6,8.302215857888871E-6
21,410,7.549015728055065E-6,8.302215857888871E-6
21,411,7.549020989316604E-6,8.302215857888871E-6
21,412,7.5490279445976976E-6,8.302215857888871E-6
21,413,7.5490339815801595E-6,8.302215857888871E-6
21,414,7.549038131441916E-6,8.302215857888871E-6
21,415,7.5490384588338705E-6,8.302215857888871E-6
21,416,7.549042512009727E-6,8.302215857888871E-6
21,417,7.549045996956241E-6,8.302215857888871E-6
21,418,7.549050696623011E-6,8.302215857888871E-6
21,419,7.549056944451553E-6,8.302215857888871E-6
21,420,7.549062644814373E-6,8.302215857888871E-6
21,421,7.549068771319694E-6,8.302215857888871E-6
21,422,7.549068890922713E-6,8.302215857888871E-6
21,423,7.549074456952844E-6,8.302215857888871E-6
21,424,7.549079288783646E-6,8.302215857888871E-6
21,425,7.5490837874414516E-6,8.302215857888871E-6
21,426,7.5490891594801275E-6,8.302215857888871E-6
21,427,7.549096371068501E-6,8.302215857888871E-6
21,428,7.549102259409161E-6,8.302215857888871E-6
21,429,7.549104682898452E-6,8.302215857888871E-6
21,430,7.5491145749961E-6,8.302215857888871E-6
21,431,7.549117331445617E-6,8.302215857888871E-6
21,432,7.549124682603867E-6,8.302215857888871E-6
21,433,7.54913172723045E-6,8.302215857888871E-6
21,434,7.549141889230794E-6,8.302215857888871E-6
21,435,7.549145216613824E-6,8.302215857888871E-6
21,436,7.5491535308643966E-6,8.302215857888871E-6
21,437,7.549160906918707E-6,8.302215857888871E-6
21,438,7.549175440213143E-6,8.302215857888871E-6
21,439,7.549180400469211E-6,8.302215857888871E-6
21,440,7.549182557823885E-6,8.302215857888871E-6
21,441,7.549186475574037E-6,8.302215857888871E-6
21,442,7.549189222301181E-6,8.302215857888871E-6
21,443,7.5491932799262106E-6,8.302215857888871E-6
21,444,7.549194629742847E-6,8.302215857888871E-6
21,445,7.549197524820539E-6,8.302215857888871E-6
21,446,7.54920330128169E-6,8.302215857888871E-6
21,447,7.549207294918149E-6,8.302215857888871E-6
21,448,7.549214710633211E-6,8.302215857888871E-6
21,449,7.549224401261739E-6,8.302215857888871E-6
21,450,7.5492343712446205E-6,8.302215857888871E-6
21,451,7.549237461363838E-6,8.302215857888871E-6
21,452,7.5492454624507855E-6,8.302215857888871E-6
21,453,7.549247986967552E-6,8.302215857888871E-6
21,454,7.549249145650743E-6,8.302215857888871E-6
21,455,7.549256108825106E-6,8.302215857888871E-6
21,456,7.549261256278907E-6,8.302215857888871E-6
21,457,7.54926022828022E-6,8.302215857888871E-6
21,458,7.5492667307000245E-6,8.302215857888871E-6
21,459,7.549271239895099E-6,8.302215857888871E-6
21,460,7.549276479031063E-6,8.302215857888871E-6
21,461,7.54928826110212E-6,8.302215857888871E-6
21,462,7.549290748604871E-6,8.302215857888871E-6
21,463,7.549300479959792E-6,8.302215857888871E-6
21,464,7.549307229853453E-6,8.302215857888871E-6
21,465,7.549311740281176E-6,8.302215857888871E-6
21,466,7.549318927338041E-6,8.302215857888871E-6
21,467,7.549325395431273E-6,8.302215857888871E-6
21,468,7.549334096464359E-6,8.302215857888871E-6
21,469,7.549338457694909E-6,8.302215857888871E-6
21,470,7.549347988628154E-6,8.302215857888871E-6
21,471,7.549349167982739E-6,8.302215857888871E-6
21,472,7.549359245622696E-6,8.302215857888871E-6
21,473,7.549365694721704E-6,8.302215857888871E-6
21,474,7.549371622306535E-6,8.302215857888871E-6
21,475,7.54937393515709E-6,8.302215857888871E-6
21,476,7.549376218750293E-6,8.302215857888871E-6
21,477,7.549376711320762E-6,8.302215857888871E-6
21,478,7.5493795914965395E-6,8.302215857888871E-6
21,479,7.5493813710344365E-6,8.302215857888871E-6
21,480,7.5493843021370915E-6,8.302215857888871E-6
21,481,7.549388466146281E-6,8.302215857888871E-6
21,482,7.549390969207449E-6,8.302215857888871E-6
21,483,7.549396428466199E-6,8.302215857888871E-6
21,484,7.549403427952017E-6,8.302215857888871E-6
21,485,7.549405150590457E-6,8.302215857888871E-6
21,486,7.549412359097E-6,8.302215857888871E-6
21,487,7.549415765416657E-6,8.302215857888871E-6
21,488,7.54941837086494E-6,8.302215857888871E-6
21,489,7.549422586523952E-6,8.302215857888871E-6
21,490,7.549426843640747E-6,8.302215857888871E-6
21,491,7.549431223011189E-6,8.302215857888871E-6
21,492,7.549438571138174E-6,8.302215857888871E-6
21,493,7.549445067813784E-6,8.302215857888871E-6
21,494,7.5494505757726375E-6,8.302215857888871E-6
21,495,7.5494600767438964E-6,8.302215857888871E-6
21,496,7.5494679501935795E-6,8.302215857888871E-6
21,497,7.549473902924E-6,8.302215857888871E-6
21,498,7.549484859211271E-6,8.302215857888871E-6
21,499,7.549489325138227E-6,8.302215857888871E-6
21,500,7.549494333514488E-6,8.302215857888871E-6
21,501,7.549501438666884E-6,8.302215857888871E-6
21,502,7.549511482493035E-6,8.302215857888871E-6
21,503,7.549519018328976E-6,8.302215857888871E-6
21,504,7.549525071507088E-6,8.302215857888871E-6
21,505,7.549530859348223E-6,8.302215857888871E-6
21,506,7.549532572694301E-6,8.302215857888871E-6
21,507,7.549540094005134E-6,8.302215857888871E-6
21,508,7.549549451727399E-6,8.302215857888871E-6
21,509,7.549558007600391E-6,8.302215857888871E-6
21,510,7.549560983469266E-6,8.302215857888871E-6
21,511,7.5495659363253705E-6,8.302215857888871E-6
21,512,7.549574998822948E-6,8.302215857888871E-6
21,513,7.5495789578693975E-6,8.302215857888871E-6
21,514,7.549583266579581E-6,8.302215857888871E-6
21,515,7.54958778281119E-6,8.302215857888871E-6
21,516,7.5495971762636505E-6,8.302215857888871E-6
21,517,7.549596989675987E-6,8.302215857888871E-6
21,518,7.549603653307065E-6,8.302215857888871E-6
21,519,7.5496068498861865E-6,8.302215857888871E-6
21,520,7.549609671922825E-6,8.302215857888871E-6
21,521,7.549616200825984E-6,8.302215857888871E-6
21,522,7.5496210799350155E-6,8.302215857888871E-6
21,523,7.549625373651352E-6,8.302215857888871E-6
21,524,7.549631581419839E-6,8.302215857888871E-6
21,525,7.549635567585144E-6,8.302215857888871E-6
21,526,7.549642608469382E-6,8.302215857888871E-6
21,527,7.549652727887363E-6,8.302215857888871E-6
21,528,7.549658029494998E-6,8.302215857888871E-6
21,529,7.549661266196404E-6,8.302215857888871E-6
