unique_id,generation,average_fitness,best_fitness
8,1,1.407104339253241E-4,1.7397478561604626E-4
8,2,1.4083462674417807E-4,1.7397478561604626E-4
8,3,1.4110874903542446E-4,1.7397478561604626E-4
8,4,1.4124710783402608E-4,1.7397478561604626E-4
8,5,1.4139897807296365E-4,1.7397478561604626E-4
8,6,1.4159567231429224E-4,1.7397478561604626E-4
8,7,1.4172425243003052E-4,1.7397478561604626E-4
8,8,1.4192131978428085E-4,1.7397478561604626E-4
8,9,1.4224024360933268E-4,1.7636509288987688E-4
8,10,1.424393573714318E-4,1.7636509288987688E-4
8,11,1.4260243260368026E-4,1.7636509288987688E-4
8,12,1.4270436371416312E-4,1.7636509288987688E-4
8,13,1.4300490593894627E-4,1.7636509288987688E-4
8,14,1.4307784868174665E-4,1.7636509288987688E-4
8,15,1.431779706871908E-4,1.7636509288987688E-4
8,16,1.4360067623883267E-4,1.9178910912600393E-4
8,17,1.4381786955100918E-4,1.9178910912600393E-4
8,18,1.4380998089909313E-4,1.9178910912600393E-4
8,19,1.4409321892150983E-4,1.9178910912600393E-4
8,20,1.4425113241543696E-4,1.9178910912600393E-4
8,21,1.4451874875272397E-4,1.9178910912600393E-4
8,22,1.4475060928724028E-4,1.9178910912600393E-4
8,23,1.4486156001032415E-4,1.9178910912600393E-4
8,24,1.4512473486832367E-4,1.9178910912600393E-4
8,25,1.4543662858780833E-4,1.9178910912600393E-4
8,26,1.4574353200778122E-4,1.9178910912600393E-4
8,27,1.4599344101997555E-4,1.9178910912600393E-4
8,28,1.4623941445717468E-4,1.9178910912600393E-4
8,29,1.4653285306363752E-4,1.9178910912600393E-4
8,30,1.4676411073670916E-4,1.9178910912600393E-4
8,31,1.4711045687816528E-4,1.9178910912600393E-4
8,32,1.4739052633775502E-4,1.9178910912600393E-4
8,33,1.476663523206843E-4,1.9178910912600393E-4
8,34,1.4780183634954122E-4,1.9178910912600393E-4
8,35,1.4813009957921633E-4,1.9178910912600393E-4
8,36,1.483943177755512E-4,1.9178910912600393E-4
8,37,1.4860401340922486E-4,1.9178910912600393E-4
8,38,1.4891923308598968E-4,1.9178910912600393E-4
8,39,1.4917198904974643E-4,1.9178910912600393E-4
8,40,1.4942110823704623E-4,1.9178910912600393E-4
8,41,1.4966666857881318E-4,1.9178910912600393E-4
8,42,1.49908745795165E-4,1.9178910912600393E-4
8,43,1.5001985130476704E-4,1.9178910912600393E-4
8,44,1.5031194401680367E-4,1.9178910912600393E-4
8,45,1.5049667304415344E-4,1.9178910912600393E-4
8,46,1.5059727931790491E-4,1.9178910912600393E-4
8,47,1.5082469217247012E-4,1.9178910912600393E-4
8,48,1.5110336167555537E-4,1.9178910912600393E-4
8,49,1.513242819080477E-4,1.9178910912600393E-4
8,50,1.5149601776071295E-4,1.9178910912600393E-4
8,51,1.517646383698149E-4,1.9178910912600393E-4
8,52,1.5193118330746627E-4,1.9178910912600393E-4
8,53,1.5219340650364085E-4,1.9178910912600393E-4
8,54,1.524522019456171E-4,1.9178910912600393E-4
8,55,1.52611037802822E-4,1.9178910912600393E-4
8,56,1.5286379955329414E-4,1.9178910912600393E-4
8,57,1.5306210568490392E-4,1.9178910912600393E-4
8,58,1.5330877449663068E-4,1.9178910912600393E-4
8,59,1.5355232091833558E-4,1.9178910912600393E-4
8,60,1.5379280386303788E-4,1.9178910912600393E-4
8,61,1.5403028077093142E-4,1.9178910912600393E-4
8,62,1.5426480765512443E-4,1.9178910912600393E-4
8,63,1.5449643914568543E-4,1.9178910912600393E-4
8,64,1.5472522853206773E-4,1.9178910912600393E-4
8,65,1.54951227803982E-4,1.9178910912600393E-4
8,66,1.5517448769078213E-4,1.9178910912600393E-4
8,67,1.5539505769942804E-4,1.9178910912600393E-4
8,68,1.556129861510842E-4,1.9178910912600393E-4
8,69,1.558283202164111E-4,1.9178910912600393E-4
8,70,1.5604110594960395E-4,1.9178910912600393E-4
8,71,1.561638813496367E-4,1.9178910912600393E-4
8,72,1.5637221601499558E-4,1.9178910912600393E-4
8,73,1.5657812818424563E-4,1.9178910912600393E-4
8,74,1.567816598659899E-4,1.9178910912600393E-4
8,75,1.5698285210311643E-4,1.9178910912600393E-4
8,76,1.5718174500039007E-4,1.9178910912600393E-4
8,77,1.573783777511038E-4,1.9178910912600393E-4
8,78,1.575727886628264E-4,1.9178910912600393E-4
8,79,1.5776501518228247E-4,1.9178910912600393E-4
8,80,1.5795509391939823E-4,1.9178910912600393E-4
8,81,1.5814306067054603E-4,1.9178910912600393E-4
8,82,1.5832895044101818E-4,1.9178910912600393E-4
8,83,1.5851279746675987E-4,1.9178910912600393E-4
8,84,1.5869463523538962E-4,1.9178910912600393E-4
8,85,1.5887449650653428E-4,1.9178910912600393E-4
8,86,1.5905241333150438E-4,1.9178910912600393E-4
8,87,1.5922841707233503E-4,1.9178910912600393E-4
8,88,1.5940253842021561E-4,1.9178910912600393E-4
8,89,1.595748074133315E-4,1.9178910912600393E-4
8,90,1.597452534541393E-4,1.9178910912600393E-4
8,91,1.5991390532609648E-4,1.9178910912600393E-4
8,92,1.6008079120986564E-4,1.9178910912600393E-4
8,93,1.602459386990122E-4,1.9178910912600393E-4
8,94,1.6029586991684081E-4,1.9178910912600393E-4
8,95,1.6045820620142414E-4,1.9178910912600393E-4
8,96,1.6061887749847326E-4,1.9178910912600393E-4
8,97,1.607779092924913E-4,1.9178910912600393E-4
8,98,1.6093532655052942E-4,1.9178910912600393E-4
8,99,1.6109115373525403E-4,1.9178910912600393E-4
8,100,1.6124541481761962E-4,1.9178910912600393E-4
8,101,1.6139813328916154E-4,1.9178910912600393E-4
8,102,1.6154933217392195E-4,1.9178910912600393E-4
8,103,1.6169903404002138E-4,1.9178910912600393E-4
8,104,1.618472610108883E-4,1.9178910912600393E-4
8,105,1.6199403477615846E-4,1.9178910912600393E-4
8,106,1.6213937660225527E-4,1.9178910912600393E-4
8,107,1.622010780391793E-4,1.9178910912600393E-4
8,108,1.6234401538742484E-4,1.9178910912600393E-4
8,109,1.624855783380911E-4,1.9178910912600393E-4
8,110,1.6262578661937297E-4,1.9178910912600393E-4
8,111,1.6276465958369027E-4,1.9178910912600393E-4
8,112,1.6290221621659224E-4,1.9178910912600393E-4
8,113,1.6303847514541022E-4,1.9178910912600393E-4
8,114,1.6317345464766654E-4,1.9178910912600393E-4
8,115,1.6330717265924756E-4,1.9178910912600393E-4
8,116,1.6331410434909064E-4,1.9178910912600393E-4
8,117,1.6344593307490967E-4,1.9178910912600393E-4
8,118,1.6357654678943087E-4,1.9178910912600393E-4
8,119,1.6370525098530846E-4,1.9178910912600393E-4
8,120,1.6383348778047145E-4,1.9178910912600393E-4
8,121,1.639605587865875E-4,1.9178910912600393E-4
8,122,1.640864798288473E-4,1.9178910912600393E-4
8,123,1.6421126644730299E-4,1.9178910912600393E-4
8,124,1.6433493390326129E-4,1.9178910912600393E-4
8,125,1.6445749718550567E-4,1.9178910912600393E-4
8,126,1.6457897101635234E-4,1.9178910912600393E-4
8,127,1.6469936985754547E-4,1.9178910912600393E-4
8,128,1.6481870791599685E-4,1.9178910912600393E-4
8,129,1.6493699914937407E-4,1.9178910912600393E-4
8,130,1.6505425727154276E-4,1.9178910912600393E-4
8,131,1.651704957578665E-4,1.9178910912600393E-4
8,132,1.6528572785036926E-4,1.9178910912600393E-4
8,133,1.6539996656276425E-4,1.9178910912600393E-4
8,134,1.6551322468535328E-4,1.9178910912600393E-4
8,135,1.656255147898005E-4,1.9178910912600393E-4
8,136,1.6570971726613963E-4,1.9178910912600393E-4
8,137,1.658202231638509E-4,1.9178910912600393E-4
8,138,1.6592979652234102E-4,1.9178910912600393E-4
8,139,1.6603844909630599E-4,1.9178910912600393E-4
8,140,1.661461924437106E-4,1.9178910912600393E-4
8,141,1.6625303792988682E-4,1.9178910912600393E-4
8,142,1.6635899673153045E-4,1.9178910912600393E-4
8,143,1.6646407984059853E-4,1.9178910912600393E-4
8,144,1.6655665104352673E-4,1.9178910912600393E-4
8,145,1.6666006275697952E-4,1.9178910912600393E-4
8,146,1.6676263029317961E-4,1.9178910912600393E-4
8,147,1.668643639469716E-4,1.9178910912600393E-4
8,148,1.6696527384648185E-4,1.9178910912600393E-4
8,149,1.670653699564799E-4,1.9178910912600393E-4
8,150,1.6716466208165873E-4,1.9178910912600393E-4
8,151,1.672631598698361E-4,1.9178910912600393E-4
8,152,1.6733788900550673E-4,1.9178910912600393E-4
8,153,1.6743491765677855E-4,1.9178910912600393E-4
8,154,1.6753117928313915E-4,1.9178910912600393E-4
8,155,1.6762668294393782E-4,1.9178910912600393E-4
8,156,1.6772143755641652E-4,1.9178910912600393E-4
8,157,1.6781545189848522E-4,1.9178910912600393E-4
8,158,1.6790873461143275E-4,1.9178910912600393E-4
8,159,1.6800129420257453E-4,1.9178910912600393E-4
8,160,1.6809313904783872E-4,1.9178910912600393E-4
8,161,1.681842773942932E-4,1.9178910912600393E-4
8,162,1.6827471736261394E-4,1.9178910912600393E-4
8,163,1.683644669494971E-4,1.9178910912600393E-4
8,164,1.6845353403001614E-4,1.9178910912600393E-4
8,165,1.685419263599252E-4,1.9178910912600393E-4
8,166,1.6862965157791042E-4,1.9178910912600393E-4
8,167,1.6871671720779046E-4,1.9178910912600393E-4
8,168,1.688223085096407E-4,1.969095948018035E-4
8,169,1.6890800552686591E-4,1.969095948018035E-4
8,170,1.6899306539154674E-4,1.969095948018035E-4
8,171,1.6907749518315583E-4,1.969095948018035E-4
8,172,1.6916130187667188E-4,1.969095948018035E-4
8,173,1.692444923445003E-4,1.969095948018035E-4
8,174,1.6932707335835199E-4,1.969095948018035E-4
8,175,1.6940905159108064E-4,1.969095948018035E-4
8,176,1.6951135208771276E-4,1.975416881649145E-4
8,177,1.6961291127639828E-4,1.975416881649145E-4
8,178,1.6969296975238965E-4,1.975416881649145E-4
8,179,1.6970031553549365E-4,1.975416881649145E-4
8,180,1.6977948683868547E-4,1.975416881649145E-4
8,181,1.6985809263256874E-4,1.975416881649145E-4
8,182,1.6993613895460944E-4,1.975416881649145E-4
8,183,1.7001363175663567E-4,1.975416881649145E-4
8,184,1.7010867049531116E-4,1.975416881649145E-4
8,185,1.7011775639408678E-4,1.975416881649145E-4
8,186,1.7019379622823386E-4,1.975416881649145E-4
8,187,1.7026930431528902E-4,1.975416881649145E-4
8,188,1.7032125637224353E-4,1.975416881649145E-4
8,189,1.7041577176041254E-4,1.975416881649145E-4
8,190,1.7048972794506855E-4,1.975416881649145E-4
8,191,1.7056317408707178E-4,1.975416881649145E-4
8,192,1.7063611544459388E-4,1.975416881649145E-4
8,193,1.7072825781692377E-4,1.975416881649145E-4
8,194,1.707805275238284E-4,1.975416881649145E-4
8,195,1.7086184108156178E-4,1.975416881649145E-4
8,196,1.7096564592949842E-4,2.0148427122287186E-4
8,197,1.71006264738885E-4,2.0148427122287186E-4
8,198,1.7109560959890533E-4,2.0148427122287186E-4
8,199,1.7115936837444054E-4,2.0148427122287186E-4
8,200,1.7126078945420116E-4,2.0148427122287186E-4
8,201,1.7134839244990356E-4,2.0148427122287186E-4
8,202,1.7141630180763146E-4,2.0148427122287186E-4
8,203,1.7152902467910378E-4,2.0545860899226227E-4
8,204,1.716148750536444E-4,2.0545860899226227E-4
8,205,1.7170016062308937E-4,2.0545860899226227E-4
8,206,1.7181062175534282E-4,2.0545860899226227E-4
8,207,1.7184181067825716E-4,2.0545860899226227E-4
8,208,1.7199847841904153E-4,2.1993880709905776E-4
8,209,1.7208141091821643E-4,2.1993880709905776E-4
8,210,1.7216380663746141E-4,2.1993880709905776E-4
8,211,1.7224567077142095E-4,2.1993880709905776E-4
8,212,1.7232700844792737E-4,2.1993880709905776E-4
8,213,1.7240782472907157E-4,2.1993880709905776E-4
8,214,1.7252908173329205E-4,2.1993880709905776E-4
8,215,1.7262129571255823E-4,2.1993880709905776E-4
