Unique ID, Generation, Average Fitness, Best Fitness
17,1,7.571268850588488E-6,7.94769388278562E-6
17,2,7.571842459423939E-6,7.94769388278562E-6
17,3,7.572999441693392E-6,7.94769388278562E-6
17,4,7.573702057761033E-6,7.94769388278562E-6
17,5,7.5761728521352514E-6,7.94769388278562E-6
17,6,7.576896449230468E-6,7.94769388278562E-6
17,7,7.5793417016746134E-6,7.94769388278562E-6
17,8,7.581791555956839E-6,7.94769388278562E-6
17,9,7.58309115443334E-6,7.94769388278562E-6
17,10,7.584295362078097E-6,7.94769388278562E-6
17,11,7.587564136573887E-6,7.94769388278562E-6
17,12,7.58793050859306E-6,7.94769388278562E-6
17,13,7.590260815320911E-6,7.94769388278562E-6
17,14,7.592747699896341E-6,7.94769388278562E-6
17,15,7.5939388305248156E-6,7.94769388278562E-6
17,16,7.598758742725989E-6,8.148228733659806E-6
17,17,7.601762493445492E-6,8.148228733659806E-6
17,18,7.604331909887554E-6,8.148228733659806E-6
17,19,7.606212182664565E-6,8.148228733659806E-6
17,20,7.6107864147735775E-6,8.150545803637106E-6
17,21,7.61320497890541E-6,8.150545803637106E-6
17,22,7.615965217312706E-6,8.150545803637106E-6
17,23,7.619228667570168E-6,8.150545803637106E-6
17,24,7.621494494371098E-6,8.150545803637106E-6
17,25,7.622903360822747E-6,8.150545803637106E-6
17,26,7.6263300798582795E-6,8.150545803637106E-6
17,27,7.630124452253798E-6,8.150545803637106E-6
17,28,7.632594815280264E-6,8.150545803637106E-6
17,29,7.634810522931088E-6,8.150545803637106E-6
17,30,7.63789411338713E-6,8.150545803637106E-6
17,31,7.640930263990002E-6,8.150545803637106E-6
17,32,7.64496800839457E-6,8.169874780988565E-6
17,33,7.647458638753349E-6,8.169874780988565E-6
17,34,7.650952709122982E-6,8.169874780988565E-6
17,35,7.654552717053085E-6,8.169874780988565E-6
17,36,7.65815963358969E-6,8.169874780988565E-6
17,37,7.661664887737925E-6,8.169874780988565E-6
17,38,7.66444791781377E-6,8.169874780988565E-6
17,39,7.667683441706563E-6,8.169874780988565E-6
17,40,7.670335296660102E-6,8.169874780988565E-6
17,41,7.67293783552058E-6,8.169874780988565E-6
17,42,7.676136317894178E-6,8.169874780988565E-6
17,43,7.678611667050286E-6,8.169874780988565E-6
17,44,7.680966806017788E-6,8.169874780988565E-6
17,45,7.68286021286212E-6,8.169874780988565E-6
17,46,7.685018976506083E-6,8.169874780988565E-6
17,47,7.68785751710563E-6,8.169874780988565E-6
17,48,7.690935077649391E-6,8.169874780988565E-6
17,49,7.693348001670585E-6,8.169874780988565E-6
17,50,7.6966625822545E-6,8.18722050867367E-6
17,51,7.699018519159597E-6,8.18722050867367E-6
17,52,7.701573073713827E-6,8.18722050867367E-6
17,53,7.704814983845812E-6,8.194343413775467E-6
17,54,7.707645029915224E-6,8.194343413775467E-6
17,55,7.709517287839611E-6,8.194343413775467E-6
17,56,7.712193663765886E-6,8.194343413775467E-6
17,57,7.714345078790452E-6,8.194343413775467E-6
17,58,7.716738456580206E-6,8.194343413775467E-6
17,59,7.719484072700818E-6,8.194343413775467E-6
17,60,7.72284519705692E-6,8.253902845320851E-6
17,61,7.725189538257866E-6,8.253902845320851E-6
17,62,7.727329342228498E-6,8.253902845320851E-6
17,63,7.729449026960042E-6,8.253902845320851E-6
17,64,7.732380803390152E-6,8.253902845320851E-6
17,65,7.734542230923076E-6,8.253902845320851E-6
17,66,7.736932997271967E-6,8.253902845320851E-6
17,67,7.739409032053714E-6,8.253902845320851E-6
17,68,7.741235263356582E-6,8.253902845320851E-6
17,69,7.743876851433427E-6,8.253902845320851E-6
17,70,7.746269162208584E-6,8.253902845320851E-6
17,71,7.74887862461935E-6,8.253902845320851E-6
17,72,7.75139881860226E-6,8.253902845320851E-6
17,73,7.753258994619542E-6,8.253902845320851E-6
17,74,7.75563612384922E-6,8.253902845320851E-6
17,75,7.757972895761661E-6,8.253902845320851E-6
17,76,7.75960305796706E-6,8.253902845320851E-6
17,77,7.76164841877135E-6,8.253902845320851E-6
17,78,7.763941115506848E-6,8.253902845320851E-6
17,79,7.76609670253257E-6,8.253902845320851E-6
17,80,7.767277838067295E-6,8.253902845320851E-6
17,81,7.769565322472365E-6,8.253902845320851E-6
17,82,7.771673227617858E-6,8.253902845320851E-6
17,83,7.773897392550527E-6,8.253902845320851E-6
17,84,7.775656986850594E-6,8.253902845320851E-6
17,85,7.77751471307816E-6,8.253902845320851E-6
17,86,7.779680692905968E-6,8.253902845320851E-6
17,87,7.78148120289684E-6,8.253902845320851E-6
17,88,7.783378285621846E-6,8.253902845320851E-6
17,89,7.785573076804538E-6,8.253902845320851E-6
17,90,7.787427645162797E-6,8.253902845320851E-6
17,91,7.789583284383617E-6,8.253902845320851E-6
17,92,7.790970273578669E-6,8.253902845320851E-6
17,93,7.793273937935823E-6,8.253902845320851E-6
17,94,7.79519908364749E-6,8.253902845320851E-6
17,95,7.797508266829925E-6,8.253902845320851E-6
17,96,7.79901915822996E-6,8.253902845320851E-6
17,97,7.800989369701372E-6,8.253902845320851E-6
17,98,7.80331238138753E-6,8.258622671874433E-6
17,99,7.805469323392324E-6,8.258622671874433E-6
17,100,7.806815224376668E-6,8.258622671874433E-6
17,101,7.808759791067453E-6,8.258622671874433E-6
17,102,7.810699609127649E-6,8.258622671874433E-6
17,103,7.812478911802026E-6,8.258622671874433E-6
17,104,7.814702855248635E-6,8.263939431463705E-6
17,105,7.816413286806582E-6,8.263939431463705E-6
17,106,7.818323487075153E-6,8.263939431463705E-6
17,107,7.819753701869714E-6,8.263939431463705E-6
17,108,7.821829704480732E-6,8.263939431463705E-6
17,109,7.823864583325376E-6,8.263939431463705E-6
17,110,7.825060108897283E-6,8.263939431463705E-6
17,111,7.827321186270288E-6,8.299886357228595E-6
17,112,7.82944182452221E-6,8.299886357228595E-6
17,113,7.83108277695365E-6,8.299886357228595E-6
17,114,7.832906933085849E-6,8.299886357228595E-6
17,115,7.834479368166291E-6,8.299886357228595E-6
17,116,7.836385731152329E-6,8.299886357228595E-6
17,117,7.838266162533017E-6,8.299886357228595E-6
17,118,7.840124661161312E-6,8.299886357228595E-6
17,119,7.841538560021015E-6,8.299886357228595E-6
17,120,7.843567087693999E-6,8.299886357228595E-6
17,121,7.845257517190721E-6,8.299886357228595E-6
17,122,7.84681609585518E-6,8.299886357228595E-6
17,123,7.848596004930857E-6,8.299886357228595E-6
17,124,7.8497032785036E-6,8.299886357228595E-6
17,125,7.850900029775762E-6,8.299886357228595E-6
17,126,7.852936986862506E-6,8.309215374293142E-6
17,127,7.8544750484683E-6,8.309215374293142E-6
17,128,7.855685718362226E-6,8.309215374293142E-6
17,129,7.857095829092907E-6,8.309215374293142E-6
17,130,7.85844409354666E-6,8.309215374293142E-6
17,131,7.860309459630475E-6,8.309215374293142E-6
17,132,7.861815094487055E-6,8.309215374293142E-6
17,133,7.86344645427828E-6,8.309215374293142E-6
17,134,7.864593466606188E-6,8.309215374293142E-6
17,135,7.865886493616294E-6,8.309215374293142E-6
17,136,7.867326768672087E-6,8.309215374293142E-6
17,137,7.868684040049936E-6,8.309215374293142E-6
17,138,7.869949037685116E-6,8.309215374293142E-6
17,139,7.871880517772704E-6,8.329641298531376E-6
