unique_id,generation,average_fitness,best_fitness
1,1,3.564525868040197E-4,5.034128050241223E-4
1,2,3.5762090377713983E-4,5.034128050241223E-4
1,3,3.591350539338474E-4,5.120642197613104E-4
1,4,3.5951168100347564E-4,5.120642197613104E-4
1,5,3.5958711315853845E-4,5.120642197613104E-4
1,6,3.596993592492206E-4,5.120642197613104E-4
1,7,3.6147044455937875E-4,5.474344021259816E-4
1,8,3.615608838861841E-4,5.474344021259816E-4
1,9,3.618164186416138E-4,5.474344021259816E-4
1,10,3.619887642543055E-4,5.474344021259816E-4
1,11,3.623154813256805E-4,5.474344021259816E-4
1,12,3.6246111627161046E-4,5.474344021259816E-4
1,13,3.634262493286295E-4,5.474344021259816E-4
1,14,3.650087904533401E-4,5.474344021259816E-4
1,15,3.659927994470973E-4,5.474344021259816E-4
1,16,3.664041212998158E-4,5.474344021259816E-4
1,17,3.6667587578952045E-4,5.474344021259816E-4
1,18,3.668861013417206E-4,5.474344021259816E-4
1,19,3.670176072642721E-4,5.474344021259816E-4
1,20,3.681637853967078E-4,5.474344021259816E-4
1,21,3.68157059061152E-4,5.474344021259816E-4
1,22,3.682551151432529E-4,5.474344021259816E-4
1,23,3.693629650603092E-4,5.474344021259816E-4
1,24,3.691769906786644E-4,5.474344021259816E-4
1,25,3.7004802959046283E-4,5.474344021259816E-4
1,26,3.7016968402606187E-4,5.474344021259816E-4
1,27,3.7122716911334807E-4,5.474344021259816E-4
1,28,3.7257383232049433E-4,5.474344021259816E-4
1,29,3.7355823516826796E-4,5.474344021259816E-4
1,30,3.739367908340795E-4,5.474344021259816E-4
1,31,3.740746106517686E-4,5.474344021259816E-4
1,32,3.745077653298495E-4,5.474344021259816E-4
1,33,3.7441855723298475E-4,5.474344021259816E-4
1,34,3.743657471934265E-4,5.474344021259816E-4
1,35,3.756573043197889E-4,5.474344021259816E-4
1,36,3.758222697848686E-4,5.474344021259816E-4
1,37,3.761703459969942E-4,5.474344021259816E-4
1,38,3.763291583773487E-4,5.474344021259816E-4
1,39,3.761305219386523E-4,5.474344021259816E-4
1,40,3.7732565053204996E-4,5.474344021259816E-4
1,41,3.784692891161441E-4,5.474344021259816E-4
