unique_id,generation,average_fitness,best_fitness
13,1,5.5449635323515074E-5,6.276545085421046E-5
13,2,5.549371479300572E-5,6.276545085421046E-5
13,3,5.551844526373005E-5,6.276545085421046E-5
13,4,5.554616774657784E-5,6.276545085421046E-5
13,5,5.558562409361051E-5,6.276545085421046E-5
13,6,5.5626729214072026E-5,6.276545085421046E-5
13,7,5.568567685764941E-5,6.276545085421046E-5
13,8,5.571894634106048E-5,6.276545085421046E-5
13,9,5.575201146473495E-5,6.276545085421046E-5
13,10,5.5727192371794306E-5,6.276545085421046E-5
13,11,5.5771877084797936E-5,6.276545085421046E-5
13,12,5.575933946123164E-5,6.276545085421046E-5
13,13,5.5762792481713064E-5,6.276545085421046E-5
13,14,5.5787514469853105E-5,6.276545085421046E-5
13,15,5.578689303949648E-5,6.276545085421046E-5
13,16,5.580920345698791E-5,6.276545085421046E-5
13,17,5.583610755037058E-5,6.276545085421046E-5
13,18,5.588110228267969E-5,6.276545085421046E-5
13,19,5.587389667316692E-5,6.276545085421046E-5
13,20,5.58722791149641E-5,6.276545085421046E-5
13,21,5.5915078967153606E-5,6.276545085421046E-5
13,22,5.5936308259933056E-5,6.276545085421046E-5
13,23,5.592108181046568E-5,6.276545085421046E-5
13,24,5.590362558186191E-5,6.276545085421046E-5
13,25,5.5974779791132893E-5,6.472674753146411E-5
13,26,5.59684799634492E-5,6.472674753146411E-5
13,27,5.602918054172631E-5,6.472674753146411E-5
13,28,5.604713796864258E-5,6.472674753146411E-5
13,29,5.60974570196596E-5,6.472674753146411E-5
13,30,5.6134606445761266E-5,6.472674753146411E-5
13,31,5.62081781670893E-5,6.569893021840576E-5
13,32,5.6236372698196024E-5,6.569893021840576E-5
13,33,5.621042108911765E-5,6.569893021840576E-5
13,34,5.6225946561235546E-5,6.569893021840576E-5
13,35,5.623148331977074E-5,6.569893021840576E-5
13,36,5.6259718216796994E-5,6.569893021840576E-5
13,37,5.6260629878958995E-5,6.569893021840576E-5
13,38,5.6238780556141036E-5,6.569893021840576E-5
13,39,5.624351582534121E-5,6.569893021840576E-5
13,40,5.628208252035703E-5,6.569893021840576E-5
13,41,5.630684383087909E-5,6.569893021840576E-5
13,42,5.6330910531847746E-5,6.569893021840576E-5
13,43,5.638619876343673E-5,6.569893021840576E-5
13,44,5.641155069122959E-5,6.569893021840576E-5
13,45,5.6439893796021204E-5,6.569893021840576E-5
